caminho,label,duracao,sample_rate,zcr,rms,spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
dataset\direita\Kauê_direita_114.wav,direita,1.2,16000,0.09928813733552631,0.016746558,1367.9584771580987,-465.01578,44.97122,11.344827,23.321665,-6.4961753,3.2273638,-12.503614,-1.9373269,-5.044836,-2.741366,-7.9944954,-2.3284779,-5.015166
dataset\direita\Kauê_direita_115.wav,direita,1.2,16000,0.0637464021381579,0.084535934,1119.4140904102403,-334.6943,70.779526,10.410389,48.20167,10.798373,-10.641754,-16.415955,-5.0590315,-13.457386,-11.6261215,-11.409243,-3.9313362,-10.252313
dataset\direita\Kauê_direita_116.wav,direita,1.2,16000,0.08019377055921052,0.15795638,1569.1664582309638,-275.02292,50.616894,16.460697,48.76535,-10.292546,9.257571,-1.751914,-5.7870884,-9.977368,-6.731796,-1.0743587,-10.908558,-4.926271
dataset\direita\Kauê_direita_117.wav,direita,1.2,16000,0.06351511101973684,0.093169875,1276.7312761153837,-353.35052,71.41142,41.27691,31.601938,-29.534903,-4.423905,-11.386597,-15.833722,-10.898863,-11.290851,-5.0959086,-1.2892756,-10.639964
dataset\direita\Kauê_direita_118.wav,direita,1.2,16000,0.0751953125,0.17553495,1549.3622154636478,-208.22964,62.060314,12.890415,31.378778,-15.079641,2.375,-12.648673,-4.3742003,-11.665706,-1.4326181,-4.8295474,-2.716298,-8.896435
dataset\direita\Kauê_direita_91.wav,direita,1.2,16000,0.07010690789473684,0.040839303,829.6717867943662,-456.47342,95.03131,16.855885,30.874557,7.61611,-11.964961,-17.827805,-10.393353,-7.8811965,-10.436313,-8.605023,-4.724042,-2.2808542
dataset\direita\Kauê_direita_92.wav,direita,1.2,16000,0.07317793996710527,0.08154391,1457.2208474071733,-316.19626,75.72683,48.014744,42.289066,-17.87843,10.188705,-28.01892,-2.0257037,-7.3989067,-7.4383073,-10.142723,-2.4411628,-5.3508058
dataset\direita\Kauê_direita_93.wav,direita,1.2,16000,0.0729723478618421,0.07434289,977.0617962710687,-362.61874,68.06759,-23.93268,52.176598,8.33477,-20.29532,-5.6866975,-9.292131,-3.861601,-12.497841,-5.4013014,0.14326602,-9.462578
dataset\direita\Kauê_direita_94.wav,direita,1.2,16000,0.13391755756578946,0.17988291,1795.3828272854075,-148.77324,70.16697,-2.0169861,26.809778,-3.963156,-9.667641,-3.60133,-2.471117,-20.19999,0.74205554,-1.598333,-4.708561,-5.0202866
dataset\direita\Kauê_direita_95.wav,direita,1.2,16000,0.0774182771381579,0.21824041,1489.3886065355036,-203.12566,91.169174,47.693256,33.41036,-35.47218,-7.2926574,1.9599943,-20.133406,-24.020643,1.4338515,-14.6250515,-9.13134,-1.7689295
dataset\direita\Kauê_direita_96.wav,direita,1.2,16000,0.07708418996710527,0.14803255,1357.9758792798718,-221.54985,70.2206,2.7075775,52.0557,-6.8531494,-17.39895,-4.0586534,-9.163422,-10.072003,-4.536006,-7.1029415,0.2266692,-6.798804
dataset\direita\Kauê_direita_97.wav,direita,1.2,16000,0.07898591694078948,0.10856812,1296.938413972109,-311.44812,33.854954,22.2438,20.178686,-15.28171,-4.2688107,-6.5981665,-4.0260777,-10.099768,3.8932045,-3.4291275,-2.3717127,0.87064683
dataset\direita\Kauê_direita_98.wav,direita,1.2,16000,0.12929173519736842,0.13592863,1692.183974423574,-223.31367,52.975536,16.167768,43.59038,-23.404455,-10.288413,-13.928531,-3.2658296,-14.022449,4.9921126,-16.507841,-1.8906177,-1.5704795
dataset\direita\Kauê_direita_99.wav,direita,1.2,16000,0.07880602384868421,0.082865916,1198.2166494833589,-364.62512,64.575294,36.51798,31.113956,-6.0865064,-0.54940414,2.7959893,-8.462776,-7.2262664,-1.2759899,-6.9141426,-5.283617,0.21722871
dataset\direita\Kelvin_direita_119.wav,direita,1.2,16000,0.082275390625,0.067712106,1436.7526645570017,-320.344,71.54039,2.3317258,50.412724,5.8062344,-4.1828446,-19.537827,5.7133207,-12.431881,3.4309876,-14.896491,-1.0008771,-10.076023
dataset\direita\Kelvin_direita_120.wav,direita,1.2,16000,0.0786389802631579,0.118599795,1111.8040160386943,-292.42627,98.00697,12.808,25.141703,-9.49325,-11.586462,-1.3018411,-2.8780994,-13.669575,-2.7289827,0.24485004,-13.607878,-2.4354966
dataset\direita\Kelvin_direita_121.wav,direita,1.2,16000,0.09052477384868421,0.13406394,1611.1310980605033,-217.78708,75.362206,11.362342,35.782818,-4.898902,-9.3244915,-14.981962,-6.98397,-11.456341,-4.4092546,-11.614611,5.3649707,-14.040788
dataset\direita\Kelvin_direita_122.wav,direita,1.2,16000,0.12924033717105263,0.04804555,1809.906625343284,-324.9842,76.65823,2.5100074,34.96622,-20.814827,0.90625584,-26.625708,-1.6134589,-26.525188,11.84409,-20.615597,4.7202616,-4.995022
dataset\direita\Kelvin_direita_123.wav,direita,1.2,16000,0.09962222450657894,0.08692329,1620.106598310461,-283.8861,59.96138,22.771433,47.76359,-6.240911,-5.843585,-24.298244,-1.0717723,-11.277432,-9.3100395,-11.495403,-2.3580177,-13.8858385
dataset\direita\Kelvin_direita_124.wav,direita,1.2,16000,0.1123303865131579,0.07512519,1457.0448196796258,-260.2548,107.79145,-18.562506,69.062645,-10.397129,1.8167361,2.296035,-7.787027,-7.646001,7.286351,-0.99509734,-4.924955,-1.5708536
dataset\direita\Kelvin_direita_125.wav,direita,1.2,16000,0.03609426398026316,0.15319844,689.8269289254214,-247.41962,140.11414,29.273779,58.64191,12.302049,7.019565,16.994812,5.257081,-0.6890788,1.5390828,-3.11637,-1.9039398,0.30511776
dataset\direita\Kelvin_direita_126.wav,direita,1.2,16000,0.08214689555921052,0.05848274,1705.466879039693,-312.79285,67.76133,43.02741,45.606453,-9.05585,11.496338,-23.764484,-11.632518,-5.708726,-7.1090474,-10.526566,-1.2612915,-11.17757
dataset\direita\Kelvin_direita_127.wav,direita,1.2,16000,0.05547131990131579,0.112440765,1144.0851802076475,-309.2728,76.24274,18.64495,38.883923,-13.819026,-13.116568,-27.300049,-19.074276,-19.958965,-5.995523,-6.9894595,-6.831186,-0.67742586
dataset\direita\Kelvin_direita_128.wav,direita,1.2,16000,0.07513106496710527,0.062290102,1148.3253270742762,-346.56552,113.49217,21.826765,37.68043,22.876036,-7.354983,-21.191235,-3.3321934,-11.476114,-8.076983,-4.7374763,-2.2081335,-9.979939
dataset\direita\Kelvin_direita_129.wav,direita,1.2,16000,0.0854749177631579,0.06674237,1278.175524180436,-365.5381,82.18733,5.2680583,5.789305,-24.157076,-21.152184,-23.741232,-2.2092981,-11.597432,-12.787072,3.3905938,-3.4381297,-8.667763
dataset\direita\Kelvin_direita_130.wav,direita,1.2,16000,0.06549393503289473,0.06706832,1155.534500667588,-363.00262,49.981544,24.467882,49.76623,0.28746724,-2.2354248,-17.09483,-0.80049455,-11.583321,-1.8515376,-18.039698,-1.8434674,-8.995352
dataset\direita\Kurt_direita_131.wav,direita,1.2,16000,0.11992444490131579,0.0334266,1732.0615408988735,-356.78378,75.34403,47.11916,34.066525,4.9026093,-5.92234,-10.165054,-10.0688,-3.4538105,-15.068059,-1.1622425,-8.693067,-1.7116432
dataset\direita\Kurt_direita_132.wav,direita,1.2,16000,0.1149645353618421,0.02666065,1973.6370887984467,-393.74768,49.111576,26.829443,12.408017,1.0991721,-1.4855018,-10.041677,-9.55262,-4.093306,-3.7517283,-14.477455,2.319866,-6.775961
dataset\direita\Kurt_direita_133.wav,direita,1.2,16000,0.12314967105263158,0.06363978,2159.6814659052257,-322.77786,26.195955,31.356867,33.538242,0.447749,-17.49546,-21.292475,3.2761254,-17.47914,-7.414221,-2.0756595,-5.612156,-5.2568736
dataset\direita\Kurt_direita_134.wav,direita,1.2,16000,0.07428299753289473,0.12566681,1314.5801446830792,-304.77325,73.04856,34.113567,32.05701,-9.46242,-22.739565,3.1132283,-12.742701,-12.247068,-4.43832,-17.324457,-11.490995,-2.5383837
dataset\direita\Lincoln_direita_135.wav,direita,1.2,16000,0.08832750822368421,0.043019034,1149.3126902515785,-355.19568,89.77883,-28.200209,48.159534,-1.8194304,0.6784644,-21.84362,0.7767574,9.346667,-10.529938,-4.698723,-5.5564027,-7.166675
dataset\direita\Lincoln_direita_136.wav,direita,1.2,16000,0.08064350328947369,0.03209324,1783.390207578654,-392.08954,43.94061,16.70543,51.242916,-4.354821,7.426947,-5.8934255,0.66696095,-9.369986,-4.4797535,-11.499824,2.5850403,-12.305948
dataset\direita\Lincoln_direita_137.wav,direita,1.2,16000,0.07179019325657894,0.17033422,1056.9896777270958,-246.86382,125.06846,29.699232,30.176855,-15.068221,1.2730174,4.5993056,-2.8498218,-10.192297,-3.9662862,2.0499086,0.79551125,-1.7143012
dataset\direita\Lincoln_direita_138.wav,direita,1.2,16000,0.06824372944078948,0.021397032,1439.3435522354432,-405.03018,94.63894,-9.665423,35.81517,-3.3866823,-23.437616,7.7455306,-10.299542,-14.144097,-12.109607,-12.595628,-17.491657,-5.805
dataset\direita\Lincoln_direita_139.wav,direita,1.2,16000,0.06672748766447369,0.10272306,861.8302306830635,-330.9411,112.07954,15.792845,5.937559,-21.166021,-6.481485,-4.9302864,-8.850532,-12.242735,-7.809546,-13.259509,-2.335627,-3.9126225
dataset\direita\Lincoln_direita_140.wav,direita,1.2,16000,0.06820518092105263,0.2044907,1199.769351931841,-192.0909,103.65979,-2.4320345,47.648327,-7.614091,-14.033912,1.0326183,-8.304922,-19.659952,-4.1119814,-16.124208,-4.6523213,-9.282709
dataset\direita\Lincoln_direita_141.wav,direita,1.2,16000,0.07699424342105263,0.1647161,1256.0999766808313,-234.39345,73.37453,8.437794,39.202496,-20.013187,-4.284756,-23.777338,-12.10752,-14.616901,-5.6243505,-12.833078,2.8058283,-4.968466
dataset\direita\Lincoln_direita_142.wav,direita,1.2,16000,0.06641909950657894,0.09781911,1143.4812813248982,-318.87686,69.12632,14.924483,21.867708,1.67237,-15.510777,-5.6252074,0.84692687,-12.691065,-1.0677191,-5.2962556,1.1968002,-7.444841
dataset\direita\Lincoln_direita_143.wav,direita,1.2,16000,0.023309004934210526,0.024436941,440.2819890096605,-472.42624,120.662224,22.473967,25.448044,14.430985,13.415676,4.623401,4.713348,2.3380585,2.3530946,-1.6077071,1.189835,-5.275023
dataset\direita\Lincoln_direita_144.wav,direita,1.2,16000,0.06629060444078948,0.047433313,990.7331776579751,-429.3473,82.11037,37.0646,11.878983,-24.126196,-2.4919825,-23.845558,0.35924545,-14.323003,-10.364458,-2.5416675,-10.376656,-2.4785552
dataset\direita\Lincoln_direita_145.wav,direita,1.2,16000,0.05277292351973684,0.0680188,1274.1535761332602,-319.129,94.150795,11.6029625,48.756947,-16.503162,4.431262,-14.452714,-5.4589663,-14.939598,-2.0365808,-12.669542,1.619928,1.9261929
dataset\direita\Lincoln_direita_146.wav,direita,1.2,16000,0.07708418996710527,0.10876437,1442.7502092612033,-299.24512,40.64171,2.0812733,37.00536,-23.113604,-2.5778518,-17.363232,-6.3714046,-15.475165,0.30040506,-2.710142,-6.228998,6.308065
dataset\direita\Madson_direita_147.wav,direita,1.2,16000,0.06043122944078947,0.12818612,1118.4212075117032,-283.19937,81.113464,12.214141,46.394543,-4.7894325,-24.391361,-7.6888943,-9.576467,-9.661552,-13.446329,-13.455363,-3.9687083,-7.0501895
dataset\direita\Madson_direita_148.wav,direita,1.2,16000,0.043611225328947366,0.052626893,848.25923764733,-426.8533,80.04917,27.275011,41.49801,-2.8015606,-10.764317,-6.4860826,-13.459969,-8.057998,-11.689832,-19.192745,0.57495576,-11.36192
dataset\direita\Madson_direita_149.wav,direita,1.2,16000,0.09232370476973684,0.06897319,1366.0843183096447,-368.04044,59.802452,26.477825,46.38063,-16.391193,-20.566273,-5.412987,-7.376798,-16.971304,0.3478864,-6.003412,-9.224324,-4.0270333
dataset\direita\Madson_direita_150.wav,direita,1.2,16000,0.06049547697368421,0.06225929,1168.805853163071,-354.95953,62.01936,16.448702,37.307446,-12.9179125,-6.762936,-13.462449,-4.8245025,-2.5787334,-9.313333,-11.681877,-0.9060076,-1.4218719
dataset\direita\Madson_direita_151.wav,direita,1.2,16000,0.04603978207236842,0.06063605,824.9891929765571,-378.94568,82.83213,0.44885135,39.52041,7.234961,-10.772283,-15.463419,-17.497498,-3.6113803,-14.62238,-15.467994,0.39886,-7.334484
dataset\direita\Madson_direita_152.wav,direita,1.2,16000,0.05296566611842105,0.077853374,1249.3292223318751,-328.38513,66.94747,-2.4434986,43.54005,-22.410534,-7.798698,-19.21164,-11.774405,-4.6011767,-8.739676,-4.393842,-5.74792,1.3643869
dataset\direita\Madson_direita_153.wav,direita,1.2,16000,0.06539113898026316,0.11416246,1158.3104018216166,-317.72763,75.950325,18.212297,35.20521,-20.056044,-21.97885,-18.191605,-15.764998,-10.649795,-9.488299,-10.178607,-5.655625,-0.3203646
dataset\direita\Madson_direita_154.wav,direita,1.2,16000,0.05120528371710526,0.10985706,1006.7321651869394,-326.24197,86.45815,10.145261,41.015972,-7.5343513,-23.790503,-13.076352,-16.313004,-8.650494,-10.269412,-10.642165,-8.727618,-9.428849
dataset\direita\Madson_direita_155.wav,direita,1.2,16000,0.05025442023026316,0.09542505,968.8150558863624,-328.9037,90.01028,27.700195,54.16285,8.211751,-11.690835,-10.942173,-13.291522,-6.548478,-7.9722466,-26.188086,-1.2409045,-8.0459385
dataset\direita\Madson_direita_156.wav,direita,1.2,16000,0.05730879934210526,0.04351883,851.7308989959828,-408.33276,95.3325,7.444932,39.456043,10.481097,-17.158941,-10.800928,-6.1359544,-7.9168878,-12.874006,-9.014356,-3.0462024,-1.8414682
dataset\direita\Madson_direita_157.wav,direita,1.2,16000,0.058182565789473686,0.042073417,949.5177630386962,-418.91803,82.638466,23.715925,26.028904,-5.9792666,-5.3902044,-28.490402,4.824087,-9.30511,-14.709123,-11.151187,-3.1876235,-4.7536373
dataset\direita\Madson_direita_158.wav,direita,1.2,16000,0.06905324835526316,0.03142645,1261.7906808127227,-379.3309,95.720375,14.318947,20.204605,-11.674951,-11.614743,-11.060265,-10.560504,-5.848694,-8.297711,-13.569935,-7.8346863,-5.142176
dataset\direita\Madson_direita_159.wav,direita,1.2,16000,0.05224609375,0.11496461,926.9079880551857,-346.66135,70.458015,42.20628,32.924034,-0.686356,5.1124177,-24.538439,-2.628875,-1.7210804,-17.09052,-8.363426,-7.0803866,-0.831762
dataset\direita\Madson_direita_160.wav,direita,1.2,16000,0.06310392680921052,0.12639666,1251.091602611606,-291.8683,66.60005,12.070006,43.76087,-13.435943,-17.700489,-13.685066,-10.83172,-9.419914,-12.735872,-12.242702,-6.9081483,-3.1520417
dataset\direita\Madson_direita_161.wav,direita,1.2,16000,0.048661081414473686,0.069682345,965.7192193744049,-389.6036,69.41144,20.045303,27.793669,-12.436673,-9.09701,-17.898817,-13.474434,-7.330764,-10.2164345,-11.318332,-4.1176543,-2.754939
dataset\direita\Madson_direita_162.wav,direita,1.2,16000,0.060880962171052634,0.07461752,1245.3103351624225,-337.83823,81.26707,14.434349,39.998524,-11.572227,-9.656293,-16.22308,-10.681221,-8.403945,-12.837458,-13.661502,-7.507105,-2.0564098
dataset\direita\Madson_direita_163.wav,direita,1.2,16000,0.06429893092105263,0.09852318,1294.7601984428522,-321.71152,52.34804,11.033253,42.45367,2.7875876,-8.774254,-20.003817,-17.259262,-3.7118032,-5.5324054,-22.027674,1.7045429,-0.6874328
dataset\direita\Madson_direita_164.wav,direita,1.2,16000,0.07772666529605263,0.11868501,1300.8749261502744,-284.255,65.56387,17.951189,41.0928,-5.508744,-17.666296,-0.36606959,-2.0999763,-11.48026,-2.685592,-6.886782,-0.026430933,0.27637142
dataset\direita\Madson_direita_165.wav,direita,1.2,16000,0.08345754523026316,0.047142625,1202.895892878476,-388.79074,68.23213,25.729843,42.943546,-4.7725906,-0.20634621,-19.318228,-8.154909,-5.9468584,-4.2986565,-13.478212,-6.5618777,-1.5871072
dataset\direita\Madson_direita_166.wav,direita,1.2,16000,0.05174496299342105,0.098339595,1119.5156732893847,-323.6005,83.41837,25.114168,36.192608,-20.457632,-25.841003,-25.960554,-11.370659,-9.689818,-14.811838,-10.808345,-10.204314,-4.872771
dataset\direita\Madson_direita_167.wav,direita,1.2,16000,0.056730571546052634,0.08833135,953.1428568153734,-353.79712,82.73168,12.699364,36.220062,5.0301023,-14.947303,-16.617056,-7.257872,-10.4426775,-15.329174,-11.052449,-3.9356067,-4.184392
dataset\direita\Pablo_direita_168.wav,direita,1.2,16000,0.04578279194078947,0.08491715,1280.949037735084,-187.98291,102.35625,14.170459,42.14433,10.048617,16.483772,1.0635986,4.076396,-10.593578,-8.862822,-11.821183,3.3250268,-14.978088
dataset\direita\Pablo_direita_169.wav,direita,1.2,16000,0.06677888569078948,0.10904497,1596.3161603327846,-192.0879,77.56777,10.65297,65.011055,-4.499416,-4.849682,-12.93232,-0.37547377,-13.787426,-11.605835,-11.410017,-3.187322,-9.53038
dataset\direita\Pablo_direita_170.wav,direita,1.2,16000,0.06307822779605263,0.12306231,1325.355773588552,-178.05562,108.380974,10.790051,40.845226,-16.825567,3.0847769,-14.119793,-4.7757835,-0.7306532,3.1826458,-8.972108,-6.6767163,-16.110353
dataset\direita\Pablo_direita_171.wav,direita,1.2,16000,0.047273334703947366,0.06897873,961.0799728450578,-374.0658,70.14346,27.003925,33.115597,-2.0011084,-7.473675,-18.560541,-0.0777611,-5.3373847,-1.6041725,-8.507531,6.1734843,-6.875683
dataset\direita\Rick Bessa_direita_172.wav,direita,1.2,16000,0.038548519736842105,0.10370217,1073.6594584935901,-268.8496,97.480965,39.29099,58.489304,-7.598346,-6.9365187,-4.7163854,2.1040332,-9.090431,-21.18254,-9.88659,-10.5545025,-17.358435
dataset\direita\Rick Bessa_direita_173.wav,direita,1.2,16000,0.062744140625,0.091495536,1547.5657539857984,-315.82654,55.301872,40.280235,36.552036,-5.224453,-18.241074,-1.3187046,4.078576,-17.048063,-16.49303,-9.573906,-11.875509,-17.151958
dataset\direita\Rick Bessa_direita_174.wav,direita,1.2,16000,0.06763980263157894,0.07146331,1884.0692586897521,-309.68143,52.87942,45.276226,41.63895,-6.015627,2.9394796,-12.595552,2.7575989,-14.14247,-16.69375,-2.755789,-21.603224,-4.92446
dataset\direita\Rick Bessa_direita_175.wav,direita,1.2,16000,0.04096422697368421,0.02282014,1219.661644253389,-377.24927,80.80909,49.42482,54.88751,4.3795896,24.289595,3.1172183,4.7456193,-1.150233,-9.18113,-7.6510468,-8.392001,-16.987356
dataset\direita\Rick Bessa_direita_176.wav,direita,1.2,16000,0.039525082236842105,0.087260544,1141.5270460541824,-320.89685,62.720535,22.818577,39.645252,6.784687,-3.3336904,-5.595705,-7.3954678,-6.2448072,-8.408825,-8.967077,-4.446219,-10.288325
dataset\direita\Rick Bessa_direita_177.wav,direita,1.2,16000,0.07825349506578948,0.045826197,1654.023925353361,-347.45447,61.20676,38.86778,45.93099,-6.7335224,-14.882602,-8.50102,-7.1209884,-15.160569,-10.545767,-4.1844754,-8.496778,-0.5090559
dataset\direita\Rick Bessa_direita_178.wav,direita,1.2,16000,0.08999794407894737,0.08558218,1855.8852243314425,-315.60547,40.176136,39.072353,36.050438,-18.003532,-5.329542,-22.979986,-3.6849995,-10.842388,-0.45096678,-10.6011715,-3.1291494,-15.309363
dataset\direita\Rick Bessa_direita_179.wav,direita,1.2,16000,0.09385279605263158,0.060247056,1807.9444846146307,-313.15305,41.29375,26.14147,35.986996,-22.847698,-13.382626,-21.38196,6.763139,-13.41063,-3.2571502,-0.2646625,-0.877438,-10.921584
dataset\direita\Rick Bessa_direita_180.wav,direita,1.2,16000,0.06319387335526316,0.11326388,1552.8714701925267,-264.3422,69.2324,48.26039,61.105865,-26.83452,-1.7594593,-5.2378454,-5.6970744,-20.096012,-2.9170341,-8.972506,-3.4439034,-11.36398
dataset\direita\Rick Bessa_direita_181.wav,direita,1.2,16000,0.08190275493421052,0.055202574,1670.813214454491,-351.29935,51.86875,38.358116,30.353188,-21.604671,-2.889905,-19.257883,5.077855,-8.281837,-3.1059887,-4.581584,-8.545405,-1.6517494
dataset\direita\Rick Bessa_direita_182.wav,direita,1.2,16000,0.09819592927631579,0.09634368,1873.9103772199753,-272.9285,47.31264,16.973108,35.342323,-9.512376,-8.472582,-13.915041,-9.615112,-18.641539,-12.438193,-9.787474,-21.809767,4.307516
dataset\direita\Rick Bessa_direita_183.wav,direita,1.2,16000,0.03772615131578947,0.084840015,790.874167609881,-325.64206,99.3563,38.52098,41.42581,6.9257445,-3.5345037,-11.807366,-0.77431506,-10.177817,-6.942468,-3.0337226,-10.580234,-13.082795
dataset\direita\Rick Bessa_direita_184.wav,direita,1.2,16000,0.08367598684210527,0.10519526,1751.2071888974954,-283.75467,43.98859,41.458935,34.382565,0.31726623,-21.813013,-25.20437,7.2473097,-12.455193,-15.282971,-6.3500648,-17.787235,-6.7867856
dataset\direita\Rick Bessa_direita_185.wav,direita,1.2,16000,0.050935444078947366,0.10134226,1124.4207729688173,-295.156,90.79452,27.971994,57.528114,18.344658,-10.98789,-8.264671,-4.0547624,-8.079553,-14.250045,-18.538042,-3.6175156,-12.142511
dataset\direita\Rick Bessa_direita_186.wav,direita,1.2,16000,0.09436677631578948,0.074776076,1964.9999893390811,-227.99974,67.46661,17.830887,26.893703,-3.6644151,-17.387804,-20.161419,13.438762,-10.2931385,-5.6674504,-3.4578657,-19.803495,-5.1249576
dataset\direita\Rick Bessa_direita_187.wav,direita,1.2,16000,0.033845600328947366,0.12446405,817.6439944267363,-289.53,115.860634,50.008533,50.870087,7.9133735,-6.3830113,-5.4315367,10.977635,-17.436161,-16.267826,-4.629733,-10.552505,-10.92015
